"","Longitude","Latitude","References","MAT","MAP","Vegetation","RSLR","CAR","TSM","mtidalrng","mhws","DEM.Elevation","Cyclong.frequency","modeledCN","NAR"
"23",-81.78,26.1,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,126,4.59,0.92,0.7,3.19,6.3,20.9192733759303,6.02315375566416
"24",-81.77,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,50,4.59,0.92,0.7,2.32,6.34,20.9192733759303,2.39014037923181
"25",-81.78,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,127,4.59,0.92,0.7,0,6.32,20.9192733759303,6.07095656324879
"26",-81.78,26.09,"Marchio et al 2016",23.4,1306,"Mangrove",2.4,162,4.59,0.92,0.7,1.32,6.34,20.9192733759303,7.74405482871106
"27",-81,25.2,"Smoak et al 2013",23.8,1255,"Mangrove",2.5,448.76,7.77,2.23,1.32,1,8.01,20.9192733759303,21.4519879316813
"28",-81.1,25.4,"Smoak et al 2013",23.6,1269,"Mangrove",3.6,100,7.77,2.23,1.32,2.67,7.83,20.9192733759303,4.78028075846362
"29",-35.1,-8.7,"Sanders et al.2010a",24.2,1738,"Mangrove",5,410,4.46,1.71,1.16,3.88,NA,20.9192733759303,19.5991511097008
"30",-48.3,-25.3,"Sanders et al. 2010c",21.5,2241,"Mangrove",2.5,317,3.83,1.49,1.18,NA,NA,20.9192733759303,15.1534900043297
"31",-48.3,-25.3,"Sanders et al. 2010c",21.5,2241,"Mangrove",2.9,337,3.83,1.49,1.18,NA,NA,20.9192733759303,16.1095461560224
"32",146.3,-18.5,"Sanders et al. 2010b",24.1,2135,"Mangrove",1.48,336,3.54,2.28,1.89,0,6.8,20.9192733759303,16.0617433484378
"33",146.3,-18.5,"Sanders et al. 2010c",24.1,2135,"Mangrove",1.48,48,3.54,2.28,1.89,0,6.8,20.9192733759303,2.29453476406254
"34",-44.7,-23.2,"Sanders et al. 2010c",20.9,2014,"Mangrove",4,393,1.15,1.12,0.93,0,NA,20.9192733759303,18.786503380762
"35",-48.3,-25.3,"Sanders et al. 2010a",21.5,2241,"Mangrove",3.9,362,3.83,1.49,1.18,NA,NA,20.9192733759303,17.3046163456383
"36",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,53,10.35,1.19,0.68,0,3.85,20.9192733759303,2.53354880198572
"37",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,55,10.35,1.19,0.68,0,3.85,20.9192733759303,2.62915441715499
"38",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,65,10.35,1.19,0.68,0,3.85,20.9192733759303,3.10718249300135
"39",-91.5,18.7,"Lynch 1989",26.4,1343,"Mangrove",2.4,67,10.35,1.19,0.68,0,3.85,20.9192733759303,3.20278810817062
"40",-90.3,20.8,"Lynch 1989",26.5,869,"Mangrove",3,70,10.27,0.54,0.36,2.61,6.62,20.9192733759303,3.34619653092453
"41",110.57,19.99,"Zhang et al. 1996",24.1,1694,"Mangrove",2.3,86.05,10.37,1.41,1,1.81,9.91,20.9192733759303,4.11343159265794
"42",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,76.85,9.68,2.64,1.92,1.87,8.89,20.9192733759303,3.67364576287929
"43",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,190.88,9.68,2.64,1.92,1.87,8.89,20.9192733759303,9.12459991175535
"44",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,34.71,9.68,2.64,1.92,1.87,8.89,20.9192733759303,1.65923545126272
"45",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,76.85,9.68,2.64,1.92,1.87,8.89,20.9192733759303,3.67364576287929
"46",109.77,21.55,"Zhang et al. 1996",23,1470,"Mangrove",2.3,44.62,9.68,2.64,1.92,1.87,8.89,20.9192733759303,2.13296127442647
"47",146.3,-18.5,"Alongi et al 1999",24.1,2135,"Mangrove",1.8,67,3.54,2.28,1.89,0,6.8,20.9192733759303,3.20278810817062
"48",99.16,10.28,"Alongi et al 2001",26.5,2034,"Mangrove",0.08,228,6.81,1.29,0.84,2.1,1,20.9192733759303,10.899040129297
"49",99.16,10.28,"Alongi et al 2001",26.5,2034,"Mangrove",0.08,228,6.81,1.29,0.84,2.1,1,20.9192733759303,10.899040129297
"50",99.21,10.37,"Alongi et al 2001",26.8,1942,"Mangrove",0.08,222,6.81,1.29,0.84,2.57,1,20.9192733759303,10.6122232837892
"51",99.21,10.37,"Alongi et al 2001",26.8,1942,"Mangrove",0.08,222,6.81,1.29,0.84,2.57,1,20.9192733759303,10.6122232837892
"52",146.15,-18.36,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,26.88,3.54,2.28,1.89,1.29,6.94,20.9192733759303,1.28493946787502
"53",146.15,-18.36,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,174.72,3.54,2.28,1.89,1.29,6.94,20.9192733759303,8.35210654118763
"54",146.14,-18.37,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,312,3.54,2.28,1.89,0.82,6.93,20.9192733759303,14.9144759664065
"55",146.16,-18.37,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,84,3.54,2.28,1.89,0.59,6.93,20.9192733759303,4.01543583710944
"56",146.16,-18.39,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,341.04,3.54,2.28,1.89,1.21,6.93,20.9192733759303,16.3026694986643
"57",146.15,-18.38,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,294,3.54,2.28,1.89,1.07,6.93,20.9192733759303,14.054025429883
"58",146.15,-18.38,"Brunskill et al 2002",23.2,1998,"Mangrove",1.48,99.84,3.54,2.28,1.89,1.07,6.93,20.9192733759303,4.77263230925008
"59",146.23,-18.28,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,154.56,4.26,2.18,1.81,3.16,6.99,20.9192733759303,7.38840194028137
"60",146.23,-18.27,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,141.12,4.26,2.18,1.81,3.01,6.99,20.9192733759303,6.74593220634386
"61",146.28,-18.25,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,70.56,4.26,2.18,1.81,0.87,6.99,20.9192733759303,3.37296610317193
"62",146.23,-18.25,"Brunskill et al 2002",23.8,2397,"Mangrove",1.48,97.44,4.26,2.18,1.81,1.76,7.01,20.9192733759303,4.65790557104695
"63",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.9192733759303,5.11059815887345
"64",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.9192733759303,5.11059815887345
"65",-86.14,16.45,"Cahoon 2003",26.7,2332,"Mangrove",1.5,748.4,0.36,0.21,0.14,NA,2.89,20.9192733759303,35.7756211963417
"66",-86.14,16.45,"Cahoon 2003",26.7,2332,"Mangrove",1.5,106.91,0.36,0.21,0.14,NA,2.89,20.9192733759303,5.11059815887345
"67",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.9192733759303,5.11059815887345
"68",-86.23,16.43,"Cahoon 2003",26.6,2275,"Mangrove",1.5,106.91,0.36,0.21,0.14,3.23,2.85,20.9192733759303,5.11059815887345
"69",-90.3,20.8,"Gonneea et al 2004",26.5,869,"Mangrove",3,69,10.27,0.54,0.36,2.61,6.62,20.9192733759303,3.2983937233399
"70",-89.7,21.3,"Gonneea et al 2004",25.5,532,"Mangrove",4.67,75,21.34,0.49,0.31,0,6.28,20.9192733759303,3.58521056884771
"71",-91.8,18.5,"Gonneea et al 2004",25.5,532,"Mangrove",4.67,40,23.44,0.99,0.79,0,2.67,20.9192733759303,1.91211230338545
"72",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,842,2.1,2.23,1.73,0,NA,20.9192733759303,40.2499639862637
"73",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,949,2.1,2.23,1.73,0,NA,20.9192733759303,45.3648643978197
"74",100.5,4.8,"Alongi et al 2004",27.4,2862,"Mangrove",0.9,1129,2.1,2.23,1.73,0,NA,20.9192733759303,53.9693697630542
"75",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,558,15.1,1.85,1.42,NA,NA,20.9192733759303,26.673966632227
"76",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,412,15.1,1.85,1.42,NA,NA,20.9192733759303,19.6947567248701
"77",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,637,15.1,1.85,1.42,NA,NA,20.9192733759303,30.4503884314132
"78",136.9,-4.8,"Brunskill et al 2004",26.1,3369,"Mangrove",3.48,717,15.1,1.85,1.42,NA,NA,20.9192733759303,34.2746130381841
"79",-48.7,-25.8,"Gonneea et al 2004",20.3,1937,"Mangrove",5.6,296,3.66,1.37,1.11,NA,NA,20.9192733759303,14.1496310450523
"80",117.91,24.39,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,149,12.99,3.59,2.55,0,9.95,20.9192733759303,7.12261833011079
"81",117.91,24.39,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,189,12.99,3.59,2.55,0,9.95,20.9192733759303,9.03473063349624
"82",117.92,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,199,12.99,3.59,2.55,0,9.95,20.9192733759303,9.5127587093426
"83",117.92,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",1.12,216,12.99,3.59,2.55,0,9.95,20.9192733759303,10.3254064382814
"84",117.91,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",0.8,1020,12.99,3.59,2.55,0,9.94,20.9192733759303,48.7588637363289
"85",117.91,24.4,"Alongi et al 2005",21.4,1260,"Mangrove",0.8,667,12.99,3.59,2.55,0,9.94,20.9192733759303,31.8844726589523
"86",124.2,24.3,"Tateda et al 2005",24,2085,"Mangrove",2.18,22,1.22,1.14,0.92,0,10,20.9192733759303,1.051661766862
"87",124.2,24.3,"Tateda et al 2005",24,2085,"Mangrove",2.18,230,1.22,1.14,0.92,0,10,20.9192733759303,10.9946457444663
"88",-92.76,15.13,"Adame et al 2005",26.7,3316,"Mangrove",1.17,100,2.13,1.46,1.08,NA,1,20.9192733759303,4.78028075846362
"89",-92.78,15.16,"Adame et al 2005",26.7,3316,"Mangrove",1.17,140,2.13,1.46,1.08,NA,1,20.9192733759303,6.69239306184906
"90",-92.81,15.18,"Adame et al 2005",27.4,2938,"Mangrove",1.17,170,2.13,1.46,1.08,7.52,1,20.9192733759303,8.12647728938815
"91",-92.84,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,180,2.13,1.46,1.08,3.5,1,20.9192733759303,8.60450536523451
"92",-92.85,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,130,2.13,1.46,1.08,6.7,1,20.9192733759303,6.2143649860027
"93",-92.87,15.18,"Adame et al 2005",27.3,2659,"Mangrove",1.17,150,2.13,1.46,1.08,9.29,1,20.9192733759303,7.17042113769543
"94",-92.83,15.17,"Adame et al 2005",27.4,2938,"Mangrove",1.17,40,2.13,1.46,1.08,6.08,1,20.9192733759303,1.91211230338545
"95",-48.3,-25.3,"Sanders et al. 2008",21.5,2241,"Mangrove",1.8,296,3.83,1.49,1.18,NA,NA,20.9192733759303,14.1496310450523
"96",151.72,-32.87,"Howe 2009",17.8,1119,"Mangrove",0.65,105,2.05,1.11,0.92,0.1,NA,20.9192733759303,5.0192947963868
"97",151.7,-32.85,"Howe 2009",17.8,1119,"Mangrove",0.65,89,2.05,1.11,0.92,0.8,NA,20.9192733759303,4.25444987503262
"98",108.55,21.75,"Li et al 2010",22.8,2078,"Mangrove",2.9,65.88,13.34,2.48,1.78,0,8.27,20.9192733759303,3.14924896367583
"99",108.51,21.87,"Li et al 2010",22.7,2051,"Mangrove",2.9,27,13.34,2.48,1.78,0.61,8.21,20.9192733759303,1.29067580478518
"100",108.6,21.85,"Li et al 2010",22.7,2051,"Mangrove",2.9,181.44,13.34,2.48,1.78,0.02,8.29,20.9192733759303,8.67334140815639
"101",153.03,-27.16,"Morelli 2012",20.2,1414,"Mangrove",0.09,54.43,8.1,1.27,1.09,0.84,1.05,20.9192733759303,2.60190681683175
"102",153.05,-27.2,"Morelli 2012",20.3,1437,"Mangrove",0.09,46.27,0.1,1.27,1.13,2.42,1.05,20.9192733759303,2.21183590694112
"103",153.01,-27.28,"Morelli 2012",20.3,1437,"Mangrove",0.09,119.75,4.74,1.27,1.12,1.99,1.04,20.9192733759303,5.72438620826018
"104",153.33,-27.62,"Morelli 2012",19.9,1463,"Mangrove",0.09,216.36,3.96,1.26,1.03,0,1.64,20.9192733759303,10.3426154490119
"105",88.12,21.92,"Banerjee  2012",26.3,1549,"Mangrove",1.45,20.09,25,2.58,1.97,0.53,5,20.9192733759303,0.960358404375341
"106",88.47,21.78,"Banerjee  2012",26.2,1636,"Mangrove",1.45,58.32,17.52,2.22,1.58,2.72,5,20.9192733759303,2.78785973833598
"107",88.33,21.69,"Banerjee  2012",26.2,1651,"Mangrove",1.45,66.3,21.07,2.14,1.63,1.19,5,20.9192733759303,3.16932614286138
"108",88.77,22.08,"Banerjee  2012",26.2,1672,"Mangrove",1.45,34.3,12.11,2.48,1.91,2.43,4.66,20.9192733759303,1.63963630015302
"109",110.16,20.99,"Yang et al 2014",23.7,1244,"Mangrove",2.3,292.23,11.31,2.16,2.11,2.26,9.35,20.9192733759303,13.9694144604582
"110",109.76,21.57,"Yang et al 2014",23,1470,"Mangrove",2.3,436.42,9.68,2.64,1.92,2.44,8.89,20.9192733759303,20.8621012860869
"111",110.18,20.88,"Yang et al 2014",23.7,1302,"Mangrove",2.3,243.97,11.31,2.16,2.11,0.75,9.43,20.9192733759303,11.6624509664237
"112",110.42,21.16,"Yang et al 2014",23.6,1403,"Mangrove",2.3,405.29,11.02,2.29,2.19,6.92,9.21,20.9192733759303,19.3739998859772
"113",-48,-25.1,"Sanders et al. 2014",22,2412,"Mangrove",3.2,250,3.03,1.53,1.23,0,NA,20.9192733759303,11.950701896159
"114",-46.36,-23.88,"Sanders et al. 2014",21.3,2671,"Mangrove",3.2,1023,0.7,1.42,1.13,0.54,NA,20.9192733759303,48.9022721590828
"115",108.58,21.85,"Xia et al 2015",22.7,2051,"Mangrove",2.3,236.75,13.34,2.48,1.78,0.29,8.27,20.9192733759303,11.3173146956626
"116",108.57,21.87,"Xia et al 2015",22.7,2051,"Mangrove",2.3,118.37,13.34,2.48,1.78,0,8.26,20.9192733759303,5.65841833379338
"117",108.6,21.86,"Xia et al 2015",22.7,2051,"Mangrove",2.3,118.37,13.34,2.48,1.78,0.03,8.29,20.9192733759303,5.65841833379338
"118",109.67,21.57,"Xia et al 2015",23,1470,"Mangrove",2.3,43.25,9.9,2.62,1.87,1.47,8.87,20.9192733759303,2.06747142803551
"119",109.76,21.49,"Xia et al 2015",23,1452,"Mangrove",2.3,75.12,9.68,2.64,1.92,1.31,8.92,20.9192733759303,3.59094690575787
"120",109.76,21.5,"Xia et al 2015",23,1452,"Mangrove",2.3,70.57,9.68,2.64,1.92,2.44,8.92,20.9192733759303,3.37344413124777
"121",109.76,21.5,"Xia et al 2015",23,1452,"Mangrove",2.3,59.19,9.68,2.64,1.92,2.44,8.92,20.9192733759303,2.82944818093462
"122",109.76,21.49,"Xia et al 2015",23,1452,"Mangrove",2.3,50.08,9.68,2.64,1.92,1.44,8.92,20.9192733759303,2.39396460383858
"123",153.41,-27.52,"Lovelock et al 2015",19.9,1463,"Mangrove",0.09,122.11,1.95,1.17,1,2.1,1.57,20.9192733759303,5.83720083415992
"124",153.44,-27.42,"Lovelock et al 2015",20,1472,"Mangrove",0.09,103.9,1.95,1.17,1,NA,1.5,20.9192733759303,4.9667117080437
"125",153.44,-27.44,"Lovelock et al 2015",20,1472,"Mangrove",0.09,124.36,1.95,1.17,1,2.68,1.49,20.9192733759303,5.94475715122535
"126",153.26,-27.5,"Lovelock et al 2015",19.9,1314,"Mangrove",0.09,94.86,3.83,1.26,1.04,2.31,1.53,20.9192733759303,4.53457432747859
"127",153.1,-27.35,"Lovelock et al 2015",20.2,1516,"Mangrove",0.09,103.19,6.55,1.3,1.13,1.56,1.08,20.9192733759303,4.93277171465861
"128",153.04,-27.3,"Lovelock et al 2015",20.3,1437,"Mangrove",0.09,16.07,6.55,1.3,1.13,4.94,1.04,20.9192733759303,0.768191117885103
"129",153.39,-27.78,"Sanders et al., 2016",20.2,1472,"Mangrove",0.09,150,1.18,1.16,1,1.33,2.05,20.9192733759303,7.17042113769543
"130",153.39,-27.78,"Sanders et al., 2016",20.2,1472,"Mangrove",0.09,150,1.18,1.16,1,1.02,2.05,20.9192733759303,7.17042113769543
"131",108.5,21.81,"Xia et al 2016",22.8,2078,"Mangrove",2.3,86.5,13.34,2.48,1.78,0,8.22,20.9192733759303,4.13494285607103
"132",108.5,21.81,"Xia et al 2016",22.8,2078,"Mangrove",2.3,186.67,13.34,2.48,1.78,0,8.22,20.9192733759303,8.92335009182403
"133",108.57,21.87,"Meng et al 2016",22.7,2051,"Mangrove",2.9,107.4,13.34,2.48,1.78,0,8.26,20.9192733759303,5.13402153458992
"134",108.5,21.81,"Meng et al 2016",22.8,2078,"Mangrove",2.9,22.8,13.34,2.48,1.78,0,8.22,20.9192733759303,1.0899040129297
"135",106.89,10.53,"MacKenzie et al 2016",27,1757,"Mangrove",-1.25,227.6,14.97,2.94,1.92,0.57,NA,20.9192733759303,10.8799190062632
"136",106.88,10.42,"MacKenzie et al 2016",26.9,1523,"Mangrove",-1.25,182.9,22.84,2.91,1.95,2.09,NA,20.9192733759303,8.74313350722996
"137",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,388.6,28.71,2.32,1.25,-2,1,20.9192733759303,18.5761710273896
"138",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,274.5,28.71,2.32,1.25,-2,1,20.9192733759303,13.1218706819826
"139",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,602.7,28.71,2.32,1.25,-2,1,20.9192733759303,28.8107521312602
"140",105.11,8.65,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,233.7,28.71,2.32,1.25,-2,1,20.9192733759303,11.1715161325295
"141",105.08,8.63,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,121,28.71,2.32,1.25,0.97,1,20.9192733759303,5.78413971774098
"142",105.08,8.63,"MacKenzie et al 2016",26.6,2320,"Mangrove",-1.25,206.8,28.71,2.32,1.25,0.97,1,20.9192733759303,9.88562060850276
"143",134.62,7.63,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,322.3,2.9,1.11,0.83,1.83,1.85,20.9192733759303,15.4068448845282
"144",134.62,7.63,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,369.7,2.9,1.11,0.83,1.83,1.85,20.9192733759303,17.67269796404
"145",134.54,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,280.6,2.9,1.11,0.83,3.47,1.85,20.9192733759303,13.4134678082489
"146",134.54,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,153.8,2.9,1.11,0.83,3.47,1.85,20.9192733759303,7.35207180651704
"147",134.58,7.39,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,69.8,1.57,1.11,0.84,3.44,1.85,20.9192733759303,3.3366359694076
"148",134.58,7.39,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,157.5,1.57,1.11,0.84,3.44,1.85,20.9192733759303,7.5289421945802
"149",134.51,7.41,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,141,1.57,1.11,0.84,2.31,1.85,20.9192733759303,6.7401958694337
"150",134.51,7.41,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,136.4,1.57,1.11,0.84,2.31,1.85,20.9192733759303,6.52030295454437
"151",134.63,7.58,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,251.9,2.9,1.11,0.83,9.11,1.85,20.9192733759303,12.0415272305699
"152",134.51,7.38,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,356.7,1.57,1.11,0.84,3.4,1.85,20.9192733759303,17.0512614654397
"153",134.51,7.38,"MacKenzie et al 2016",27.3,3482,"Mangrove",1.73,119.5,1.57,1.11,0.84,3.4,1.85,20.9192733759303,5.71243550636402
"154",109.75,21.57,"Zhu, et al 2016",23,1470,"Mangrove",2.9,80.47,9.68,2.64,1.92,2.88,8.88,20.9192733759303,3.84669192633567
"155",109.75,21.56,"Zhu, et al 2016",23,1470,"Mangrove",2.9,105.42,9.68,2.64,1.92,1.45,8.88,20.9192733759303,5.03937197557235
"156",109.75,21.56,"Zhu, et al 2016",23,1470,"Mangrove",2.9,34.58,9.68,2.64,1.92,0.83,8.89,20.9192733759303,1.65302108627672
"157",109.78,21.53,"Zhu, et al 2016",23,1470,"Mangrove",2.9,83.97,9.68,2.64,1.92,0.8,8.9,20.9192733759303,4.0140017528819
"158",109.78,21.53,"Zhu, et al 2016",23,1470,"Mangrove",2.9,150.56,9.68,2.64,1.92,0.8,8.9,20.9192733759303,7.19719070994282
"159",109.78,21.52,"Zhu, et al 2016",23,1470,"Mangrove",2.9,69.09,9.68,2.64,1.92,0.68,8.91,20.9192733759303,3.30269597602251
"160",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,43.8,2.7,1.76,1.09,1.68,1,20.9192733759303,2.09376297220706
"161",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,47.5,2.7,1.76,1.09,2.47,1,20.9192733759303,2.27063336027022
"162",175.86,-37.2,"Perez et al 2017",14.2,2148,"Mangrove",3.86,79.5,2.7,1.76,1.09,2.5,1,20.9192733759303,3.80032320297858
"163",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,144.74,0.88,1.14,0.96,0,1,20.9192733759303,6.91897836980024
"164",153.12,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,35.34,0.88,1.14,0.96,3.45,1,20.9192733759303,1.68935122004104
"165",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,70,0.88,1.14,0.96,2.3,1,20.9192733759303,3.34619653092453
"166",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,46.82,0.88,1.14,0.96,1.7,1,20.9192733759303,2.23812745111267
"167",153.12,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,23.87,0.88,1.14,0.96,3.45,1,20.9192733759303,1.14105301704527
"168",153.13,-30.3,"Sanders own data",18.3,1790,"Mangrove",0.99,87.72,0.88,1.14,0.96,0.65,1,20.9192733759303,4.19326228132429
"169",130.91,-12.52,"Sanders own data",27.4,1569,"Mangrove",3.49,168.07,5.13,5.26,4.05,2.81,1.59,20.9192733759303,8.0342178707498
"170",130.9,-12.53,"Sanders own data",27.4,1569,"Mangrove",3.49,267.49,5.13,5.26,4.05,4.2,1.59,20.9192733759303,12.7867730008143
"171",146.27,-18.28,"Sanders own data",23.8,2397,"Mangrove",1.95,190.26,4.26,2.18,1.81,1.8,6.97,20.9192733759303,9.09496217105288
"172",146.27,-18.28,"Sanders own data",23.8,2397,"Mangrove",1.95,142.64,4.26,2.18,1.81,0.77,6.98,20.9192733759303,6.8185924738725
"173",151.87,-24.2,"Sanders own data",22.1,1176,"Mangrove",1.58,47.98,2.23,1.92,1.55,1.84,5.88,20.9192733759303,2.29357870791084
"174",151.87,-24.2,"Sanders own data",22.1,1176,"Mangrove",1.58,65.59,2.23,1.92,1.55,3.18,5.89,20.9192733759303,3.13538614947629
"175",153.38,-27.78,"Sanders own data",20.2,1472,"Mangrove",0.99,99.16,1.18,1.16,1,2.81,2.05,20.9192733759303,4.74012640009252
"176",153.38,-27.78,"Sanders own data",20.2,1472,"Mangrove",0.99,59.04,1.18,1.16,1,2.1,2.04,20.9192733759303,2.82227775979692
